palabra,tipo,significado
VEJACIÓN,f.,"Acción y efecto de maltratar, molestar, perseguir a uno, perjudicarle o hacerle padecer.
S. Denuesto, blasfemia, vejamen, dicterio, improperio, diatriba, invectiva, maltrato, taco, palabrota.
A. Halago, mimo, elogio, rendibú, roncería, cariño.
C. Era increíble la mujer soportara la vejación de su marido, trayendo a su propia amante a dormir a la cama que compartían."
VELADO,m. y f.,". Marido o mujer legítimos.
S. Cónyugue, casado, pareja, esposo, esposa.
C. Como todo buen velado, ayudaba a su esposa en los quehaceres del hogar."
VELAR,v.,"Estar sin dormir el tiempo destinado de ordinario para el sueño. / Cuidar solícitamente de una cosa. / Asistir de noche a un enfermo o pasarla al cuidado de un difunto. / Observar atentamente una cosa.
S. Vigilar, cuidar, celar, acechar, guardar, ocultar, tapar.
A. Desproteger, desamparar, descuidar, descubrir, revelar, manifestar.
C. Siempre debemos velar por los derechos de los niños.
(2) Cubrir con velo. / Celebrar la ceremonia nupcial de las velaciones. / Cubrir, ocultar a medias una cosa, atenuarla, disimularla. / En fotografía, borrarse total o parcialmente la imagen en la placa o el papel por la acción indebida de la luz.
(3) Que vela u oscurece. / Perteneciente o relativo al velo del paladar.  / Sonido cuya articulación se caracteriza por la aproximación o contacto del dorso de la lengua y el velo del paladar."
VELEIDOSO,adj.,"Inconstante, mudable.
S. Voluble, caprichoso, tornadizo, versátil, antojadizo, frívolo, liviano, impetuoso, veleta, inconsecuente, variable, cambiante, inestable, vacilante, inseguro.
A. Inmutable, constante, fijo, seguro, consecuente, firme, inflexible, tenaz, quieto, serio, formal.
C. No pasaba semana que no se enamorara de un nuevo chico, esto se explicaba por su veleidoso corazón que temía una relación más duradera y real."
VELETA,f.,"Pieza de metal, ordinariamente en forma de flecha, que se coloca en lo alto de un edificio, de modo que pueda girar alrededor de un eje vertical impulsada por el viento, y que sirve para señalar la dirección del mismo. / Pluma u otra cosa de poco peso que los pescadores de caña ponen sobre el corcho para conocer por su movimiento de sumersión cuándo pica el pez. / Cinta o banderola de la lanza de los lanceros de caballería. / Persona inconstante y mudable.
S. Banderín, bandera, péndola, seña, voluble, caprichoso, tornadizo, versátil, antojadizo, frívolo, liviano, impetuoso, veleta, inconsecuente, variable, cambiante, inestable, vacilante, inseguro.
A. Inmutable, constante, fijo, seguro, consecuente, firme, inflexible, tenaz, quieto, serio, formal.
C. De acuerdo a la veleta que está en lo alto de la mansión, el viento sopla de norte a sur."
VELÓDROMO,m.,"Lugar destinado para carreras en bicicleta.
S. Estadio, pista, campo.
C. Las bicicletas utilizadas en velódromo suelen ser de piñón fijo, sin frenos y sin rueda libre."
VENABLO,m.,"Dardo o lanza corta y arrojadiza.
S. Lanza, jabalina, azagaya, arpón, pica, adarga, rejón, pértiga, garrocha, asta.
C. Cogió el venablo y lo lanzó contra su contrincante quien murió ensartado por la pequeña pero efectiva arma."
VENAL,adj.,"Vendible o expuesto a la venta. / Que se deja sobornar con dádivas.
S. Vendido, vendible, corrompido, deshonesto, comprado, inmoral, desvergonzado.
A. Ecuánime, incorruptible, justo, honesto, íntegro, decente, digno, honorable.
C. Con mil soles que le des te absolverá pues es un juez venal.
(1) Perteneciente o relativo a las venas."
VENÁTICO,adj.,". Que tiene vena de loco, o ideas extravagantes.
S. Extravagante, maniático, loco, desquiciado, ido, chiflado, orate, demente, destornillado, paranoico.
A. Cuerdo, juicioso, sensato.
C. A causa de su carácter venático hay días en que desea subirse a un avión a China y otros momentos pretende irse a bailar vestido de superhéroe."
VENDAVAL,m.,"Viento fuerte que sopla del sur, con tendencia al oeste. / Viento fuerte que no llega a ser temporal declarado. / Temporal de viento y lluvia.
S. Ventarrón, huracán, ventolera, ventisca, ciclón, temporal, remolino, viento, ráfaga, racha, aire, soplo.
C. Un poderoso vendaval arrasó con las velas de la embarcación."
VENDIMIA,f.,"Recolección y cosecha de la uva. / Tiempo en que se hace. / Provecho o fruto abundante que se saca de alguna cosa.
S. Cosecha, recolección, cogida, cobranza, agosto.
A. Siembra, cultivo.
C. La vendimia de este año fue la mejor, se recolectó más de treinta toneladas de uva."
VENERAR,v.,"Respetar en sumo grado a alguien por su santidad, dignidad o grandes virtudes, o a algo por lo que representa o recuerda. / Dar culto a Dios, a los santos o a las cosas sagradas.
S. Reverenciar, postrarse, admirar, idolatrar, amar, adherirse, honrar, celebrar, exaltar, realzar, ensalzar, oficiar, acatar, considerar, ofrecer.
A. Despreciar, desdeñar, faltar, desatender, desechar, repeler, repudiar, descartar, despedir, rehusar, menospreciar, deslucir, zaherir, difamar, vejar, humillar, desfavorecer, repulsar.
C. La iglesia católica apoya la costumbre de venerar a los santos pero no así a las imágenes como tal, sino por lo que representan."
VENERO,m.,"Manantial de agua. / Raya o línea horaria en los relojes de sol. / Origen y principio de donde procede algo. / Criadero, agregado de sustancias inorgánicas útiles.
S. Fuente, hervidero, geiser, oasis, vertiente, aljibe, comienzo, germen, génesis, semilla, arranque.
A. Fin, término, final, límite, remate, muerte, desembocadura, cesación.
C. Al excavar hallamos un venero de cristalinas aguas de la que provenía el arroyo del exterior."
VENIA,f.,"Perdón o remisión de la ofensa o culpa. / Licencia o permiso pedido para ejecutar algo. / Inclinación que se hace con la cabeza, saludando cortésmente a alguien. / Licencia que se concedía a un menor, a consulta de tribunal competente, para administrar por sí su hacienda.
S. Remisión, absolución, amnistía, indulgencia, indulto, olvido, jubileo, disculpa, gracia, merced, autorización, anuencia, consentimiento, aquiescencia, conformidad, beneplácito, permisión, saludo, homenaje, ceremonia, genuflexión, cumplido.
A. Prohibición, denegación, rechazo, negación, castigo, venganza, vindicta.
C. No haría nada sin la venia de sus superiores."
VENIAL,adj.,"Lo que se opone levemente a la ley o precepto, y por eso es de fácil remisión.
S. Ligero, leve, perdonable, disculpable, tolerable, minúsculo.
A. Grave, indisculpable, craso, inexcusable.
C. Todos cometemos algún pecado venial de vez en cuando, lo importante es no cometer uno grave."
VENTISCA,f.,". Tempestad de viento, o de viento y nieve, que suele ser más frecuente en los puertos y gargantas de los montes. / Viento fuerte.
S. Ráfaga, racha, borrasca, tormenta, ventarrón, vendaval, cellisca, nevisca.
C. La ventisca de invierno se llevó todas las ropas colgadas al exterior de la cabaña."
VENTOLERA,f.,"Golpe de viento recio y poco durable. / Varita en cuya punta hay una cruz o estrella de papel que gira. / Vanidad, jactancia y soberbia. / Pensamiento o determinación inesperada y extravagante.
S. Ramalazo, ráfaga, racha, torbellino, tifón, huracán, borrasca, vendaval, engreimiento, inmodestia, petulancia, fanfarronería, envanecimiento, presunción, fausto, pompa, altanería, orgullo, arrogancia, impertinencia, disparate, despropósito, desbarro.
A. Brisa, soplo, aura, humildad, comedimiento, sobriedad, naturalidad, sencillez, llaneza, discernimiento, lucidez, sensatez.
C. Les explicó que todo era fruto de las locuras de un cuñado suyo, que andaba por esos días con la ventolera sindical, como padeció en otro tiempo las de la gallera y la navegación."
VENTOSA,f.,"Órgano que tienen ciertos animales en los pies, la boca u otras partes del cuerpo, para adherirse o agarrarse, mediante el vacío, al andar o hacer presa. / Pieza cóncava de material elástico en la cual, al ser oprimida contra una superficie lisa, se produce el vacío, con lo cual queda adherida a dicha superficie. / Abertura que se hace en algunas cosas para dar paso al aire, y especialmente la que se deja en los puntos más elevados de una cañería. 
S. Disco, campana, copa, vaso.
C. La estructura llamada ventosa que el pulpo posee en gran cantidad en los tentáculos le ayuda a capturar presas."
"VENTRUDO,",adj.,"Que tiene abultado el vientre.
S. Panzón, barrigudo, pancho, tripudo.
C. La excesiva alimentación habían hecho de él un hombre tan ventrudo que no podía verse los pies si estaba de pie."
VENUSTEZ,f.,"Hermosura perfecta o muy agraciada.
S. Belleza, hermosura, beldad, lindeza, perfección, elegancia.
A. Fealdad, asimetría, desproporción, monstruosidad, aberración.
C. Remedios, heredera de la venustez pura de su madre, empezaba a ser conocida como Remedios, la bella."
VERA,f.,"Orilla. / Faja pintada en la parte inferior de una pared, friso. 
S. Borde, margen, canto, costado, lado, filo, arista, extremo, extremidad, remate, fin, límite, término, frontera, orla, filete, ribete, fleco, ribera, festón, moldura, corona.
C. Acamparon a la vera de un río pedregoso cuyas aguas parecían un torrente de vidrio helado.
(2) Árbol americano con madera muy dura y pesada y de color rojizo oscuro."
VERAS,f.,"Realidad, verdad en lo que se dice o hace. / Eficacia, fervor y actividad con que se ejecuta o desea algo. 
S. Autenticidad, exactitud, eficacia, veracidad, vigor, energía, vigencia, validez, capacidad, competencia.
A. Falsedad, mentira, falacia, inutilidad, deficiencia, ineptitud, indolencia.
C. De veras que te dije todo lo que sé, ¿por qué no me crees?"
VERAZ,adj.,"Que dice, usa o profesa siempre la verdad.
S. Cierto, claro, efectivo, evidente, sincero, innegable, seguro, positivo, axiomático, irrefutable, verdadero, auténtico, infalible, incontestable.
A. Falaz, engañador, embaucador, doble, tramposo, engañoso.
C. Como no estuvo en la escena, el testimonio del testigo no puede ser considerado veraz."
VERBA,f.,"Labia, locuacidad.
S. Facundia, elocuencia, palabrería, pico, desparpajo, soltura, verbo, charlatanería, broza.
A. Mutismo, laconismo, mutis, silencio, circunspección, moderación, parquedad.
C. Podía hablar varias horas gracias a su sorprendente verba."
VERBENA,f.,"Planta herbácea erguido y ramoso por arriba, hojas ásperas y hendidas, flores de varios colores y fruto seco con dos o cuatro divisiones y otras tantas semillas, y que es común en España. / Fiesta popular con baile que se celebra por la noche, al aire libre y, normalmente, con motivo de alguna festividad.
S. Festejo, festividad, homenaje, gala, celebración, recepción, reunión.
C. La declaración de amor quedaba hecha y la ramita de verbena en manos de Claudia."
VERBERAR,v.,"Azotar, fustigar, castigar con azotes. / Azotar el viento o el agua en alguna parte.
S. Flagelar, pegar, vapulear, castigar, disciplinar, batir, chocar, mosquear, latiguear, cimbrar, palmear.
A. Sobar, acariciar, mimar, abrazar, palpar.
C. Al sádico encargado de los prisioneros le encantaba verberar a cualquiera con un enorme látigo elaborado con pellejo de toro garañón."
VERBIGRACIA,m.,"Ejemplo.
S. Demostración, prueba, muestra, modelo, prototipo, tipo, ideal, módulo, representación, medida, canon, guía, fórmula, referencia.
C. Había clínicas y escuelas donde hacían milagros, a los sordomudos, verbigracia, les enseñaban a leer el movimiento de los labios y a hablar."
VERBOSIDAD,f.,"Abundancia de palabras en la manera de hablar para expresar los conceptos.
S. Labia, elocuencia, pico, cháchara, palabrería, facundia, charlatanería.
A. Laconismo, parquedad, concisión, brevedad.
C. El político poseía una verbosidad tal que para una simple respuesta tardaba varios minutos adornándolas con palabras grandilocuentes."
VERDOLAGA,f.,"Especie de planta hortense y se usa como verdura. / Verdura, hortaliza.
S. Planta, yerba, verde, follaje, legumbre.
C. Hicimos una deliciosa sopa con la verdolaga cultivada de la huerta."
VERECUNDIA,f.,"Vergüenza. 
S. Moralidad, moderación, consideración, recato, verecundia, comedimiento, embarazo, modestia, seriedad, preocupación, escrúpulo, delicadeza, educación, cortesía.
A. Desvergüenza, descaro, extravío, exceso, irregularidad, deshonestidad, inmoralidad, grosería, insolencia, frescura, desfachatez, desgarro, petulancia, desplante, osadía, audacia, desenfado, desenvoltura, desparpajo, desembarazo.
C. A pesar de estar desnuda frente a todos no sentía ningún tipo de verecundia."
VERGA,f.,"Pene. / Arco de acero de la ballesta. / Vara, palo largo y delgado. / Tira de plomo con ranuras en los cantos, que sirve para asegurar los vidrios de las ventanas. 
S. Pijo, miembro, pichula, pinga, bastón, cayado, rama, báculo, apoyo, estaca, garrote, clava, cachiporra, rodrigón, baqueta, tirso, percha, listón, garrocha, varilla.
C. Caminaba sujetando la misma rígida y larga verga con la que azotaba a sus esclavos.
(2) Acónito, planta de flores azules o amarillas, cuyas variedades son todas. / Sustancia venenosa que se extrae de esta planta y que tiene uso en medicina."
VERGEL,m.,"Huerto con variedad de flores y árboles frutales.
S. Jardín, parque, vega, campo, oasis, edén.
A. Desierto, páramo, estepa, erial, pedregal, arenal.
C. Visitamos el vistoso vergel donde recogimos frutas deliciosas y flores multicolores."
VERICUETO,m.,"Lugar o sitio áspero, alto y quebrado, por donde no se puede andar sino con dificultad.
S. Aspereza, trocha, vereda, risco, breña, encrucijada.
A. liso, ligero, fácil, dable.
C. Tuvimos que vencer todo vericueto que nos presentaba la escarpada montaña a fin de llegar a la cumbre."
VERÍDICO,adj.,"Que dice verdad. / Aplícase también a lo que la incluye.
S. Cierto, positivo, palmario, evidente, fehaciente, verídico, fidedigno, axiomático.
A. Falso, falaz, embustero, mentiroso, mendaz.
C. El juez aceptó su testimonio por considerarlo verídico."
VERMÚ,m.,"Licor aperitivo compuesto de vino blanco, ajenjo y otras sustancias amargas y tónicas. / Función de cine o teatro por la tarde, celebrada con horario anterior al de las sesiones acostumbradas.
S. Aperitivo, licor, estimulante, brebaje, tónico.
A. Matiné.
C. Prepárame un vermú con el mejor vino que tengas."
